微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KdiqYegUE,【暖心！#南艺女生帮腿脚不便老人买煎饼#】近日，江苏南京，一位老人在买煎饼时因为年迈耳背、腿脚不便，无法迈上店门台阶。一名南京艺术学院学生看到后上前帮老人买饼，并自己付钱请老人吃。店员看到后提出自己和女生一人请一半，女孩还是坚持自己付了钱。为姑娘的善良点赞！人民视频的微博视频  ,,无,"http://f.video.weibocdn.com/qqQPyGznlx07MgOk5PMk010412007BQh0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1619846688&ssig=lU6YQnTs69&KID=unistore,video",无,2021-04-30 14:38,微博视频号,10853,447,722
Kdi551z0i,【#南方多地出现日晕#，你看到了吗？】今天上午，江西、贵州、广东、广西等地扎推出现#日晕#。日晕又叫圆虹，是日光通过卷层云时，受到冰晶的折射或反射而形成。当光线射入卷层云中的冰晶后，经过两次折射，分散成不同方向的各色光。你那里的天空出现日晕了吗？（图自@江西气象微博 @中国天气）  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/0033ImPzly1gq1q7xj8ffj61400u0dro02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1q7xm7psj60u0140ajt02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1q7xy007j61900u04qp02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1q7xxwzjj60u01904qp02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1q7y7lgkj61900u0b2902.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1q7x73ruj60c80git9202.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gq1q863ug2j60j60j6h7n02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gq1q866dtuj60j60pk4qp02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gq1q85trbcj60j60eek6w02.jpg",无,无,2021-04-30 13:44,微博 weibo.com,17311,3133,2268
KdhOayJYX,【#印度警察跳魔性舞蹈宣传防疫#】27日，印度喀拉拉邦警方在社交媒体上发布了一则视频，9名身穿制服的警察载歌载舞，向民众介绍正确的防疫知识，并呼吁民众去打新冠疫苗。这首歌是由一首泰米尔歌曲改编。29日，喀拉拉邦新增确诊病例超3.8万例，创下该邦新高。#印度疫情#观察者网微丢视频的微博视频  ,,无,"http://f.video.weibocdn.com/0007yVqugx07MhRFTd6w01041200rR1h0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1619846689&ssig=GDB4AhASWn&KID=unistore,video",无,2021-04-30 13:03,微博视频号,7787,378,874
KdhGOFnrc,【#国家税务总局要求严查郑爽涉偷逃税问题#】国家税务总局30日表示，上海市税务机关4月初依法受理了群众关于郑爽涉嫌偷逃税问题的举报，税务总局高度重视，其间已要求上海等相关税务机关对通过“阴阳合同”等方式涉嫌偷逃税行为依法依规进行严肃查处。国家税务总局强调，各级税务机关对恶意偷逃税行为，要依法严查严处，坚决维护税法尊严，彰显社会公平正义；同时，要切实依法保障纳税人的合法权益。                  原图                             ,,http://wx4.sinaimg.cn/large/0033ImPzly1gq1o71t212j61020knact02.jpg,无,无,2021-04-30 12:44,微博 weibo.com,11403,409,1184
KdhC5vxLb,【骄傲转发！#国乒队史上有116人成为世界冠军#】据中国乒乓球协会信息，截至2021年4月，国乒队史上有116人成为世界冠军，在世界三大赛上共获得244枚金牌，其中奥运会金牌28枚、世界杯金牌71枚、世乒赛金牌145枚——在世界乒坛绝无仅有。中国乒乓球队用69年炼成国球荣誉，始终走在世界乒坛前列。志在赛场 情系祖国（拼搏志 体育情）  人民日报的微博视频                                 ,,无,"http://f.video.weibocdn.com/5qaPUpewlx07MhXHClC0010412013NS40E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1619846695&ssig=LUIXzU%2Bw3l&KID=unistore,video",无,2021-04-30 12:33,微博视频号,24595,2538,1298
Kdhpfr8fA,【#取快递被造谣案一审宣判#：两名被告获有期徒刑一年，缓刑二年】#两人造谣女子取快递出轨被判刑#4月30日，杭州市余杭区人民法院依法公开开庭审理被告人郎某某、何某某诽谤一案。法院经审理认为：被告人郎某某、何某某出于寻求刺激、博取关注等目的，捏造损害他人名誉的事实，在信息网络上散布，造成该信息被大量阅读、转发，严重侵害了被害人谷某某的人格权，影响其正常工作生活，使其遭受一定经济损失，社会评价也受到一定贬损，属于捏造事实通过信息网络诽谤他人且情节严重，二被告人的行为均已构成诽谤罪，公诉机关指控的罪名成立。鉴于二被告人的犯罪行为已并非仅仅对被害人谷某某造成影响，其对象选择的随机性，造成不特定公众恐慌和社会安全感、秩序感下降；诽谤信息在网络上大范围流传，引发大量淫秽、低俗评论，虽经公安机关辟谣，仍对网络公共秩序造成很大冲击，严重危害社会秩序，公诉机关以诽谤罪对二被告人提起公诉，符合法律规定。考虑到二被告人具有自首、自愿认罪认罚等法定从宽处罚情节，能主动赔偿损失、真诚悔罪，积极修复法律关系，且系初犯，无前科劣迹，适用缓刑对所居住社区无重大不良影响等具体情况，法院对公诉机关建议判处二被告人有期徒刑一年，缓刑二年及辩护人提出适用缓刑的意见，予以采纳。法院当庭宣判，分别以诽谤罪判处被告人郎某某、何某某有期徒刑一年，缓刑二年。【440期】余杭法院一审公开开庭审理并当庭宣判被告人郎某某、何某某诽谤案                  原图                             ,,http://wx2.sinaimg.cn/large/0033ImPzly1gq1mwowtw2j60zk0npdlp02.jpg,无,无,2021-04-30 12:01,微博 weibo.com,8630,959,686
KdhgUkvIL,【#唱给平凡劳动者的励志MV#，致敬每一个为明天拼搏的你】快递小哥马不停蹄，环卫工人披星戴月，医护人员坚持抗疫……每个岗位都不平凡，每个人都不普通。不论你的职业是什么，我们都是自己的英雄。明天五一劳动节，致敬每一个为梦想拼搏的你！#帮劳动者上热搜#  人民日报的微博视频  ,,无,"http://f.video.weibocdn.com/MUw1J1Pclx07MhU6jSw801041200pa8O0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1619846698&ssig=rmJJkZBhQI&KID=unistore,video",无,2021-04-30 11:41,微博视频号,4411,1262,515
Kdh0xA6Pb,【正在直播：#人民日报独家揭秘中国空间站#】天和核心舱成功发射，舱内的科学实验柜采用了哪些硬核科技？两个首次亮相的神秘地点又是哪里？@人民日报 联合科普中国、中科院空间应用中心、中国科普博览为你带来剧透！戳直播↓↓近距离围观中国空间站！#中国载人航天的王牌户型来了# 人民日报的微博直播                                 ,,无,无,无,2021-04-30 11:00,微博原生直播,12291,967,1124
KdgRI3xkB,【长知识了！#原来葱开的花这么美#】近日，葱属植物专题展在昆明植物园开启，上万株葱花开放。除了洋葱等人们熟悉的品种外，还有烟花、“神奇”、“博洛阁下”等极具观赏性的葱属植物，其中大部分花都带有葱蒜味。切洋葱如何避免流眼泪？#大西北羊肉为啥没膻味#？戳视频了解↓↓一手Video的微博视频  ,,无,无,无,2021-04-30 10:38,微博视频号,25213,2346,2247
KdgI2gWsQ,【宇宙中心“楼盘”！#中国载人航天的王牌户型来了#】超低密度，独栋稀缺；触目即是星空，优良开阔视野。中国载人航天“王牌户型”，三室两厅还带储藏间！人居科技系统，配套设施齐全，神舟飞船直达…宇宙中心的“楼盘”有哪些隐藏彩蛋？#人民日报独家揭秘中国空间站#，30日11点，扫码品鉴↓↓  原图 ,,http://wx4.sinaimg.cn/large/0033ImPzly1gq1jvyhc7pj60u01mfe8402.jpg,无,无,2021-04-30 10:15,微博 weibo.com,2770,325,409
KdgE7EOCb,【为孩子们转发！#没有一种爱需要用暴力表达#】#暴力不是教育的必须#，对待孩子，请多点宽容与耐心，多些赞扬与引导。今天是国际不打小孩日，也称“无巴掌日”，转发，一起向体罚暴力说不！  原图 ,,http://wx1.sinaimg.cn/large/0033ImPzly1gq1ji460dpj60j60u3gqg02.jpg,无,无,2021-04-30 10:05,微博 weibo.com,7196,2825,924
KdgxDdpUh,【#中国空间站将建成三室两厅还带储藏间#】4月29日，空间站天和核心舱成功发射，它是空间站“第一块积木”。空间站“T”构型的组合体包含了天和核心舱、问天实验舱、梦天实验舱。3个舱的活动空间总共能够达到110立方米。航天专家比喻，如果神舟飞船是一辆轿车，天宫一号和天宫二号相当于一室一厅的房子，而空间站就是三室两厅还带储藏间。天和扬帆 筑梦天河（科技自立自强·逐梦深空）             [组图共9张]      原图                             ,,"http://ww1.sinaimg.cn/large/0033ImPzly1gq1j5b9eh0j60j60t3jw202.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gq1j5b8pb1j60j60odq7702.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gq1j5ba5scj60j60w4gql02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gq1j5ba0bfj60j60w479a02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1j5b9586j60j60w4djy02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gq1j5baechj60j60w4q8a02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1j5bjrroj60j60w479x02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gq1j5bobf6j60j60o6wik02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1j5bj6xsj60j60ptwiq02.jpg",无,无,2021-04-30 09:49,微博 weibo.com,9750,1202,736
KdgnSDIKJ,【假期准备出游？送你一份#全国五一天气地图#】中央气象台预计，五一假期，全国大部气温总体比较适宜，空气质量较好。3日至4日，北方有大风降温沙尘、南方有较强雷雨天气过程，5日中东部大部地区转为晴好。五一各地阴晴冷暖+热门旅游城市天气日历，附赠#五一全国赏花地图#↓↓收好不谢！（中国天气网）  [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/0033ImPzly1gq1ifwaig1j60go0j079k02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gq1ifyh6mxj60go0pyafa02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gq1ig0y4o9j60go0qnjxn02.jpg",无,无,2021-04-30 09:25,微博 weibo.com,2322,611,442
KdgcysVpd,【#加拿大出现个别中国留学生聚集感染#】#中国驻加拿大使馆提醒留学生防范聚集感染#：①减少不必要外出，避免参加聚餐等聚集性活动；②尽量避免长途或跨境旅行；③确保学生医疗保险处在有效期；④不泄露感染同学的隐私，多加关怀和帮助；⑤出现不适务必就诊，驻加使馆紧急求助电话001-613-5621616。  原图 ,,http://wx4.sinaimg.cn/large/0033ImPzly1gq1hmqfwigj60m40p3qfg02.jpg,无,无,2021-04-30 08:57,微博 weibo.com,6533,244,665
KdfWQeN4x,【关注！国办发文#严打代孕等违法行为#】28日，《中国反对拐卖人口行动计划（2021－2030年）》发布，计划指出：①加大整治拐卖人口犯罪“买方市场”；②加强#治理出生人口性别比偏高#；③消除男尊女卑、传宗接代等落后观念；④严格执行儿童失踪快速查找机制......更多要点↓↓一起努力，愿天下无拐！  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/0033ImPzly1gq1gi8xtxej60m80vgn2f02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1gi95504j60m80vgnc502.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gq1gi8vi5hj60m80vg0v902.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gq1gi93ghdj60m80vgtgi02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1gi92119j60m80vg44702.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1gi8zaezj60m80vgjye02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gq1gi95k9zj60m80vgth202.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1gi985a8j60m80vgahz02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gq1gi99povj60m80vggsv02.jpg",无,无,2021-04-30 08:18,微博 weibo.com,141527,3013,3292
KdfN9f9c7,【#副处长回应体验送外卖走红#：外卖小哥收入还不错】#副处长说12小时赚41元不代表外卖小哥收入#体验送外卖的北京人社局劳动关系处副处长王林表示，12小时仅赚41元，主要是因为第一次入行。据他了解，快递小哥、外卖小哥、网约车司机的收入还是不错的。通过汗水付出换来的报酬，那种成就感只有切身经历才能体会。（央视）人民日报的微博视频                                 ,,无,"http://f.video.weibocdn.com/y7H4Etkulx07MhEzMiVy01041200Leqq0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1619846716&ssig=qYF8S1dvu6&KID=unistore,video",无,2021-04-30 07:55,微博视频号,14293,1313,1041
KdfEkl5gz,【萌犬来袭！直播#探秘搜救犬的一天#】想近距离参与搜救犬的生活吗？真实山林搜救，技能比拼大赛，狗子们的口粮制作，粉丝现场体验搜救互动，明星犬的功勋和小奶狗取名……还有更多新奇好玩的内容，戳直播↓↓一起探秘搜救犬的一天！ 人民日报的微博直播  ,,无,无,无,2021-04-30 07:33,微博原生直播,11039,605,2538
KdfqUqTwj,【你说出的话里，藏着你的运气】遇事想办法解决，一味抱怨并不会让情况变好；学会控制脾气，别用气话伤害自己最亲近的人；不假意恭维，真诚的赞美能让自己和对方都更开心......会说话的人，既不伤害别人，也不委屈自己。很多时候，所谓好修养，就是懂得好好说话。新一天，共勉，早安。  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/0033ImPzly1gq1e5qojonj60j60r2doa02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1e5qzievj60j60r247o02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gq1e5qo9jcj60j60r2n4302.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gq1e5qqpwaj60j60r2h3m02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gq1e5qpi79j60j60r2wne02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1e5qmymbj60j60r2drc02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gq1e5qw8u6j60j60r2k1302.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1e5qzcamj60j60r213x02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq1e5qy90tj60j60r27ex02.jpg",无,无,2021-04-30 07:00,微博 weibo.com,8569,4802,1704
微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KdqXvEvK7,【#黑猩猩酷爱洗衣服被评劳模#，网友：比我男朋友还勤快】4月30日，重庆一主题公园，一只黑猩猩因酷爱洗衣服被评为“动物界劳模”。这只名叫渝辉的黑猩猩每次看到饲养员洗衣服都十分兴奋，还爱看书看报，被网友称为“暖男”。公园为它颁发了定制版荣誉证书，还准备了丰厚的美食。时间视频的微博视频  ,,无,"http://f.video.weibocdn.com/gmAy09iWlx07MjrHbemY01041200qZGz0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=d8257cc71422c9ad30fe69ce9523c87b&Expires=1619847464&ssig=8m89a0b8Fq&KID=unistore,video",无,2021-05-01 12:20,微博视频号,3165,311,443
KdqJYba35,【#劳动节版你笑起来真好看#】生活中，哪一种笑最打动人？今天，向劳动者致敬！#让劳动者上热搜#  人民日报的微博视频  ,,无,"http://f.video.weibocdn.com/gRBWg1U2lx07MjvqNk5y01041200HmLg0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1619847465&ssig=Vb9RAvcHW0&KID=unistore,video",无,2021-05-01 11:46,微博视频号,2496,366,299
Kdqwa6xwH,【周知！#多部门发布五一假期提示#】①#五一期间仍可接种疫苗#，全国疫苗接种工作“不打烊”；②乘坐公共交通全程佩戴口罩；③“五一”假期景区全面实施门票预约制；④提倡错峰出行，提前做好行程规划；⑤如旅行中出现健康异常，就地诊治…#五一假期的9个健康提示#↓↓转给你关心的TA！  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/0033ImPzly1gq2r6m09erj60m80prax002.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gq2r6lulazj60m80u81kx02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gq2r6msqroj60m80psnkq02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gq2r6nbvzrj60m80lxkcp02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gq2r6o1yy2j60m80mne2y02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gq2r6lgse7j60m80oawy502.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gq2r6m3gkyj60m80oxawj02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gq2r6mc8nej60m80roqs302.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gq2r6msshej60m80rbty202.jpg",无,无,2021-05-01 11:13,微博 weibo.com,1282,242,231
Kdqeq0G2h,【#江苏南通大风致11死102伤#】据@南通发布，4月30日18时至22时，江苏南通部分地区出现冰雹和大范围强雷暴大风天气。截至目前，受灾人口3000余人，其中因大树倒伏砸倒房屋、电线杆刮断、狂风巻入河道等原因，造成11人死亡，因灾受伤人口102人。苏海门渔01728倾覆，11名船员落水，2人已成功获救，9人仍在紧张搜救中。江苏新闻的微博视频                                 ,,无,"http://f.video.weibocdn.com/O21RAQcllx07MiGgs2rC010412004PD40E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1619847468&ssig=ZjQiLCrEtr&KID=unistore,video",无,2021-05-01 10:29,微博视频号,47417,2659,3104
Kdq6O8MBy,【正在直播：#与一线劳动者一起现场作业#】5月1日，国际劳动节，@人民日报 联合天目新闻，多路联动，与铁路维修工、黄山风景区挑夫、公路养护人员一起现场作业，向不同工种的一线劳动者致敬！戳直播↓↓#让劳动者上热搜#！ 人民日报的微博视频  ,,无,"http://live.video.weibocdn.com/4631985504387881_index.m3u8?Expires=1619847469&ssig=0F1gP49tzh&KID=unistore,video",无,2021-05-01 10:10,微博原生直播,4241,161,406
Kdq3t0rBv,【#王进喜珍贵原声首次公开#：要当一辈子老黄牛！】“我们国家有一个大庆，还仅仅是不够啊，要艰苦奋斗一辈子，要当一辈子老黄牛！”这是1966年2月，王进喜在全国工业交通工作会议上讲话的原声录音。王进喜作为新中国第一批石油钻探工人，率众用身体搅拌泥浆的画面感动无数人。#王进喜实况录音首次公开#央视频的微博视频                                 ,,无,"http://f.video.weibocdn.com/0IVyp5W4lx07Mjg4mBjO01041200disu0E010.mp4?label=mp4_hd&template=652x480.25.0&trans_finger=d8257cc71422c9ad30fe69ce9523c87b&Expires=1619847472&ssig=IH7yBYul5T&KID=unistore,video",无,2021-05-01 10:02,微博视频号,3881,451,534
KdpTV4QUy,【搜狗输入法、高德地图被点名！#33款App违规收集个人信息被通报#】国家互联网信息办公室1日通报，搜狗输入法、讯飞输入法、百度输入法、高德地图、百度地图、腾讯地图等32款App违反必要原则，收集与其提供的服务无关的个人信息，即时通信类App连信诱导用户授权其读取通讯录并向联系人发送营销短信↓↓关于输入法等33款App违法违规收集使用个人信息情况的通报             [组图共3张]      原图                             ,,"http://ww2.sinaimg.cn/large/0033ImPzly1gq2og0cv0lj60fg0yke1502.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gq2og0itzij60fg15faza02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gq2ofzesq5j60fg03s76702.jpg",无,无,2021-05-01 09:39,微博 weibo.com,9399,563,808
KdpMz8bnD,【#假期去海边不要食用海虹#！#秦皇岛发布禁食海虹预警#】4月30日，秦皇岛市海洋和渔业局发布预警：从3月下旬开始，海虹体内麻痹性贝类毒素含量逐渐升高，现正处于上升期。近期检测结果显示，海虹麻痹性贝类毒素含量已超出安全限量标准2倍以上，如果食用极易引起中毒，严重的会导致呼吸停止。近期不要采集、买卖、食用海虹。转扩！             [组图共2张]      原图                             ,,"http://ww4.sinaimg.cn/large/0033ImPzly1gq2ntwglppj611p0u047u02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gq2o0orxvvj60ot0f7go102.jpg",无,无,2021-05-01 09:21,微博 weibo.com,27014,1857,2240
KdptbENLm,【#百年劳动者面孔混剪#：致敬每一位奋斗者】#中国共产党100周年#之际，回望奋斗史，在田间地头、工厂车间、科研一线，从“创业”之初的手提肩扛，到永不褪色的“铁人精神”；从外卖员的忙碌身影，到航天人的探索创新…这是一代代劳动者奋力奔跑的画面↓↓今天，五一劳动节，#让劳动者上热搜#。  人民日报的微博视频                                 ,,无,"http://f.video.weibocdn.com/QizLUVF1lx07Mji6vH6U01041200u2zk0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1619847481&ssig=KEPDOmNeNA&KID=unistore,video",无,2021-05-01 08:33,微博视频号,5063,2030,1242
Kdpk4prl7,【#人民日报五一社论#：在新征程上铸就新的历史伟业】劳动是一切幸福的源泉，奋斗成就伟大梦想。在新征程上铸就新的历史伟业，我们要大力弘扬劳模精神、劳动精神、工匠精神，要努力建设高素质劳动大军，要切实实现好、维护好、发展好劳动者合法权益。只有充分发挥工人阶级和广大劳动群众主力军作用，崇尚劳动、尊重劳动者，进一步焕发劳动热情、释放创造潜能，才能为夺取全面建设社会主义现代化国家新胜利汇聚磅礴力量。 人民日报社论：在新征程上铸就新的历史伟业                                 ,,无,无,无,2021-05-01 08:10,微博 weibo.com,2172,562,339
Kdp9xqw4r,【仅剩67位！#南京大屠杀幸存者戚振安去世#】据侵华日军南京大屠杀遇难同胞纪念馆，南京大屠杀幸存者戚振安于4月30日去世，终年91岁。戚振安老人是今年去世的第5位幸存者，目前经南京侵华日军受害者援助协会认证的在册在世的#南京大屠杀幸存者仅剩67人#。愿老人一路走好！  原图 ,,http://wx2.sinaimg.cn/large/0033ImPzly1gq2l5kn0qmj60ir0r6wix02.jpg,无,无,2021-05-01 07:44,微博 weibo.com,10043,600,1451
Kdp1Z3aS9,【今天，五一劳动节。发条微博，#让劳动者上热搜#！】每个岗位都不平凡，每个人都不普通。不论你的职业是什么，我们都是自己的英雄。今天，传递#Q版劳动者图鉴#↓↓致敬平凡而伟大的你和我！  原图 ,,http://wx2.sinaimg.cn/large/0033ImPzly1gq2kmaqtggj60u01e4dy502.jpg,无,无,2021-05-01 07:26,微博 weibo.com,8590,3258,1414
KdoZqCMe4,【#美国宣布限制印度旅客入境#】美国白宫4月30日发布声明称，从5月4日开始，美国将限制过去14天曾到访印度的非美国公民入境，美国公民、永久居民除外。声明指出，#印度疫情#的规模和范围正在急剧增长，其新增病例占全球新增病例的三分之一以上，采取此种行动符合美国利益。（人民日报记者李志伟）  原图 ,,http://wx1.sinaimg.cn/large/0033ImPzly1gq2kfjw5doj60iw0clh5z02.jpg,无,无,2021-05-01 07:20,微博 weibo.com,39208,602,1581
